Packet,Timestamp_sec,Timestamp_nsec,AnomalyType,Force,Position,Temperature
1527,1748508092,176697000,PositionalError,10.024,5.487,24.772
1528,1748508092,181451000,PositionalError,9.132,4.940,24.682
1529,1748508092,187361000,PositionalError,11.483,4.692,25.254
1530,1748508092,192154000,PositionalError,11.616,4.649,25.238
1531,1748508092,196921000,ForceSpike,18.826,5.804,25.087
1531,1748508092,196921000,PositionalError,18.826,5.804,25.087
1532,1748508092,201810000,PositionalError,11.330,5.160,24.685
1533,1748508092,206801000,ForceSpike,16.258,4.578,24.579
1533,1748508092,206801000,PositionalError,16.258,4.578,24.579
1534,1748508092,211736000,PositionalError,8.849,4.301,24.931
1535,1748508092,216487000,PositionalError,10.185,5.566,24.736
1536,1748508092,221584000,PositionalError,8.753,5.237,24.563
1537,1748508092,226451000,PositionalError,11.097,5.627,25.145
1538,1748508092,232343000,PositionalError,10.998,5.759,24.873
1539,1748508092,237063000,PositionalError,11.563,4.398,24.527
1540,1748508092,241831000,TempSpike,8.256,5.597,34.508
1540,1748508092,241831000,PositionalError,8.256,5.597,34.508
1541,1748508092,246788000,PositionalError,10.364,4.720,24.618
1542,1748508092,251505000,PositionalError,8.079,5.626,24.766
1543,1748508092,257346000,PositionalError,8.678,4.241,25.153
1544,1748508092,262032000,PositionalError,11.464,5.994,25.193
1545,1748508092,266782000,PositionalError,9.200,4.648,25.170
1547,1748508092,277483000,PositionalError,9.875,4.615,24.524
1548,1748508092,281294000,PositionalError,8.428,5.389,25.100
1549,1748508092,287324000,PositionalError,10.556,4.901,24.502
1550,1748508092,291900000,PositionalError,11.816,5.466,24.794
1551,1748508092,296633000,PositionalError,10.460,4.370,25.434
1552,1748508092,301280000,PositionalError,9.944,5.118,24.851
1553,1748508092,307120000,PositionalError,11.231,4.660,24.624
1554,1748508092,312075000,PositionalError,11.837,5.369,24.693
1555,1748508092,316839000,PositionalError,9.232,5.411,25.043
1556,1748508092,321552000,PositionalError,10.394,4.168,24.971
1557,1748508092,326477000,TempSpike,9.148,4.979,34.885
1557,1748508092,326477000,PositionalError,9.148,4.979,34.885
1558,1748508092,331418000,PositionalError,11.047,4.390,25.497
1559,1748508092,337270000,PositionalError,8.303,4.684,24.520
1560,1748508092,341982000,PositionalError,10.575,4.195,24.718
1561,1748508092,346842000,PositionalError,10.872,5.763,24.808
1562,1748508092,351569000,PositionalError,9.736,4.682,24.775
1563,1748508092,356327000,PositionalError,8.977,4.657,24.962
1564,1748508092,362095000,PositionalError,10.812,5.571,25.225
1565,1748508092,366977000,PositionalError,8.579,4.963,25.227
1566,1748508092,371731000,PositionalError,9.103,5.857,24.702
1567,1748508092,376478000,PositionalError,9.110,4.435,24.775
1569,1748508092,387164000,PositionalError,10.975,4.269,24.976
1571,1748508092,396529000,PositionalError,8.365,4.241,25.296
1572,1748508092,401299000,PositionalError,9.867,4.361,24.917
1573,1748508092,407177000,PositionalError,9.961,4.927,24.700
1574,1748508092,411893000,PositionalError,11.834,5.604,24.680
1575,1748508092,416665000,PositionalError,10.176,4.294,24.905
1576,1748508092,421448000,PositionalError,11.644,5.639,24.562
1577,1748508092,426337000,PositionalError,8.387,4.959,24.970
1578,1748508092,432208000,PositionalError,10.182,4.892,24.677
1579,1748508092,436990000,TempSpike,10.292,4.501,34.103
1579,1748508092,436990000,PositionalError,10.292,4.501,34.103
1581,1748508092,446539000,ForceSpike,20.205,5.951,25.438
1581,1748508092,446539000,PositionalError,20.205,5.951,25.438
1582,1748508092,451423000,PositionalError,10.288,4.996,24.519
1585,1748508092,466663000,PositionalError,8.734,4.164,24.793
1586,1748508092,471435000,ForceSpike,17.351,4.959,24.642
1586,1748508092,471435000,PositionalError,17.351,4.959,24.642
1587,1748508092,476341000,PositionalError,11.152,5.285,25.357
1588,1748508092,482201000,PositionalError,8.539,4.724,25.288
1589,1748508092,486824000,PositionalError,10.404,5.917,25.037
1590,1748508092,491632000,PositionalError,11.466,4.120,25.476
1591,1748508092,496390000,PositionalError,8.211,5.149,25.369
1592,1748508092,502307000,PositionalError,10.536,4.607,24.825
1593,1748508092,507076000,PositionalError,9.835,5.587,25.074
1594,1748508092,511857000,PositionalError,10.052,4.460,24.877
1595,1748508092,516614000,PositionalError,10.900,4.593,24.548
1596,1748508092,521314000,PositionalError,9.765,5.968,25.153
1597,1748508092,527353000,PositionalError,10.396,4.587,24.755
1598,1748508092,531254000,PositionalError,8.177,4.514,25.437
1599,1748508092,537153000,PositionalError,10.661,5.666,25.170
1600,1748508092,541908000,PositionalError,9.382,5.000,24.505
1601,1748508092,546665000,PositionalError,8.629,5.985,24.579
1602,1748508092,551360000,PositionalError,8.505,5.336,25.049
1604,1748508092,561799000,ForceSpike,17.653,5.368,24.632
1604,1748508092,561799000,PositionalError,17.653,5.368,24.632
1605,1748508092,566667000,PositionalError,9.996,4.268,25.194
1606,1748508092,571368000,PositionalError,8.457,4.084,24.988
1607,1748508092,577352000,PositionalError,9.095,4.209,24.561
1608,1748508092,581198000,PositionalError,11.029,5.302,24.972
1609,1748508092,586918000,ForceSpike,19.624,5.551,25.373
1609,1748508092,586918000,PositionalError,19.624,5.551,25.373
1611,1748508092,596887000,ForceSpike,17.177,5.724,25.477
1611,1748508092,596887000,PositionalError,17.177,5.724,25.477
1612,1748508092,601773000,PositionalError,9.722,5.477,24.835
1613,1748508092,606406000,PositionalError,9.797,4.906,24.700
1614,1748508092,611144000,PositionalError,11.008,5.868,24.678
1615,1748508092,617070000,PositionalError,8.661,4.990,25.192
1616,1748508092,621822000,PositionalError,10.684,4.211,24.739
1617,1748508092,626534000,PositionalError,10.118,5.390,24.521
1618,1748508092,632471000,PositionalError,11.999,4.567,25.358
1619,1748508092,636541000,ForceSpike,16.705,4.375,24.834
1619,1748508092,636541000,PositionalError,16.705,4.375,24.834
1620,1748508092,641355000,PositionalError,10.573,4.828,24.806
1621,1748508092,647470000,TempSpike,8.137,4.262,34.356
1621,1748508092,647470000,PositionalError,8.137,4.262,34.356
1622,1748508092,651217000,PositionalError,9.913,4.048,25.392
1623,1748508092,657039000,PositionalError,10.574,5.093,25.430
1624,1748508092,661734000,PositionalError,11.378,5.596,24.852
1625,1748508092,666457000,TempSpike,11.909,4.303,31.138
1625,1748508092,666457000,PositionalError,11.909,4.303,31.138
1626,1748508092,671339000,PositionalError,11.215,5.083,24.519
1627,1748508092,676084000,PositionalError,8.893,4.446,24.596
1628,1748508092,681917000,PositionalError,9.040,5.042,24.513
1629,1748508092,686750000,PositionalError,11.557,4.313,25.102
1630,1748508092,691522000,PositionalError,8.524,5.257,25.480
1631,1748508092,697353000,PositionalError,10.168,5.754,25.106
1632,1748508092,702090000,PositionalError,8.313,4.997,24.566
1633,1748508092,706982000,PositionalError,9.880,5.237,24.756
1634,1748508092,711712000,PositionalError,10.978,4.052,24.748
1635,1748508092,715982000,PositionalError,10.383,5.356,24.903
1636,1748508092,721906000,ForceSpike,20.508,4.356,24.673
1636,1748508092,721906000,PositionalError,20.508,4.356,24.673
1637,1748508092,726802000,ForceSpike,19.685,5.004,24.914
1637,1748508092,726802000,PositionalError,19.685,5.004,24.914
1638,1748508092,731753000,PositionalError,8.810,5.427,24.527
1639,1748508092,736519000,TempSpike,9.152,4.879,31.791
1639,1748508092,736519000,PositionalError,9.152,4.879,31.791
1640,1748508092,741928000,PositionalError,10.683,5.496,25.338
1641,1748508092,746664000,PositionalError,9.305,4.992,25.424
1642,1748508092,751386000,TempSpike,8.428,5.639,35.363
1642,1748508092,751386000,PositionalError,8.428,5.639,35.363
1643,1748508092,757419000,PositionalError,11.875,5.495,24.623
1644,1748508092,762282000,PositionalError,11.306,4.655,25.455
1645,1748508092,767025000,PositionalError,9.052,5.744,24.997
1647,1748508092,777397000,PositionalError,9.277,5.562,25.488
1648,1748508092,782122000,ForceSpike,20.614,4.623,25.326
1648,1748508092,782122000,PositionalError,20.614,4.623,25.326
1649,1748508092,787098000,PositionalError,8.971,4.967,24.695
1650,1748508092,791770000,TempSpike,11.998,4.771,31.177
1650,1748508092,791770000,PositionalError,11.998,4.771,31.177
1651,1748508092,796757000,PositionalError,11.936,5.564,25.139
1652,1748508092,801494000,PositionalError,8.919,4.278,24.895
1653,1748508092,807348000,ForceSpike,19.379,4.474,25.418
1653,1748508092,807348000,PositionalError,19.379,4.474,25.418
1654,1748508092,811361000,PositionalError,8.114,5.601,25.478
1655,1748508092,817273000,PositionalError,11.202,4.101,25.113
1657,1748508092,826698000,PositionalError,9.755,4.718,25.162
1658,1748508092,831433000,PositionalError,8.841,5.558,24.508
1659,1748508092,837179000,PositionalError,8.559,4.556,25.114
1660,1748508092,842058000,PositionalError,9.484,5.067,25.446
1661,1748508092,846939000,TempSpike,10.974,5.783,35.127
1661,1748508092,846939000,PositionalError,10.974,5.783,35.127
1662,1748508092,851847000,PositionalError,9.871,5.462,25.103
1663,1748508092,856563000,PositionalError,8.803,5.859,24.912
1664,1748508092,861859000,PositionalError,8.312,5.340,25.222
1665,1748508092,866819000,ForceSpike,17.291,5.147,24.624
1665,1748508092,866819000,PositionalError,17.291,5.147,24.624
1666,1748508092,871699000,PositionalError,9.208,5.406,25.179
1667,1748508092,876423000,PositionalError,10.230,4.742,24.962
1668,1748508092,882261000,PositionalError,11.898,5.203,25.158
1669,1748508092,886985000,PositionalError,9.275,5.819,25.486
1670,1748508092,891743000,PositionalError,11.222,4.919,24.761
1671,1748508092,896568000,PositionalError,9.986,4.872,25.371
1672,1748508092,901357000,PositionalError,8.446,4.447,25.396
1673,1748508092,907228000,PositionalError,10.343,5.858,24.954
1674,1748508092,911959000,PositionalError,10.484,4.114,25.262
1675,1748508092,916655000,ForceSpike,16.894,5.227,25.369
1675,1748508092,916655000,PositionalError,16.894,5.227,25.369
1676,1748508092,921584000,PositionalError,9.400,5.038,24.761
1677,1748508092,926367000,PositionalError,9.724,5.040,25.188
1678,1748508092,931049000,ForceSpike,18.577,4.303,25.031
1678,1748508092,931049000,PositionalError,18.577,4.303,25.031
1679,1748508092,937107000,PositionalError,10.697,5.021,25.169
1680,1748508092,941494000,PositionalError,8.153,5.338,24.765
1681,1748508092,947355000,PositionalError,11.657,5.612,25.098
1682,1748508092,952130000,PositionalError,11.109,4.226,25.337
1683,1748508092,956969000,PositionalError,8.751,5.892,25.497
1684,1748508092,961657000,PositionalError,11.488,4.091,25.224
1685,1748508092,966293000,PositionalError,10.444,4.714,24.514
1687,1748508092,976905000,PositionalError,8.236,5.848,24.994
1688,1748508092,981612000,PositionalError,11.296,5.865,24.683
1689,1748508092,986332000,PositionalError,11.238,4.842,25.261
1690,1748508092,992178000,PositionalError,10.247,5.444,25.110
1691,1748508092,996872000,PositionalError,11.361,4.125,24.658
1692,1748508093,1580000,PositionalError,11.481,5.865,25.461
1693,1748508093,6312000,TempSpike,9.197,4.215,32.418
1693,1748508093,6312000,PositionalError,9.197,4.215,32.418
1694,1748508093,12351000,PositionalError,10.493,4.343,25.238
1695,1748508093,17071000,PositionalError,9.677,4.609,24.942
1696,1748508093,21780000,PositionalError,11.918,5.306,24.817
1697,1748508093,26525000,PositionalError,9.182,4.792,25.374
1699,1748508093,36884000,PositionalError,8.275,4.368,24.637
1700,1748508093,41564000,PositionalError,10.006,4.765,24.906
1701,1748508093,47335000,PositionalError,11.496,5.824,24.732
1702,1748508093,52275000,PositionalError,11.013,4.002,25.242
1703,1748508093,56989000,PositionalError,10.719,5.506,24.882
1704,1748508093,61731000,PositionalError,10.771,4.949,24.828
1705,1748508093,66434000,PositionalError,9.535,5.568,24.827
1706,1748508093,72256000,TempSpike,10.245,4.668,34.990
1706,1748508093,72256000,PositionalError,10.245,4.668,34.990
1707,1748508093,77133000,PositionalError,10.852,5.548,25.369
1708,1748508093,81893000,PositionalError,11.272,4.920,24.826
1709,1748508093,86605000,ForceSpike,16.443,4.579,25.217
1709,1748508093,86605000,PositionalError,16.443,4.579,25.217
1710,1748508093,91402000,PositionalError,10.399,5.553,25.266
1711,1748508093,97213000,TempSpike,8.995,4.648,31.566
1711,1748508093,97213000,PositionalError,8.995,4.648,31.566
1712,1748508093,102257000,PositionalError,10.883,5.003,24.695
1713,1748508093,111126000,PositionalError,11.457,5.243,25.408
1714,1748508093,111131000,PositionalError,8.626,4.800,24.823
1715,1748508093,116229000,PositionalError,8.704,4.197,24.524
1716,1748508093,124110000,PositionalError,9.320,4.884,24.655
1717,1748508093,132080000,PositionalError,9.652,4.974,25.288
1718,1748508093,132089000,PositionalError,10.658,4.548,24.893
1719,1748508093,143135000,PositionalError,11.304,4.362,24.940
1720,1748508093,143143000,PositionalError,10.986,5.209,25.002
1721,1748508093,146266000,PositionalError,10.629,5.441,24.949
1722,1748508093,153774000,PositionalError,11.293,4.308,25.375
1723,1748508093,155941000,PositionalError,11.777,4.019,24.648
1724,1748508093,161079000,PositionalError,11.135,4.371,24.894
1726,1748508093,171639000,PositionalError,8.510,5.888,24.827
1727,1748508093,176364000,PositionalError,8.829,5.944,25.448
1728,1748508093,182167000,PositionalError,9.503,5.497,25.427
1729,1748508093,186882000,PositionalError,8.254,4.747,24.789
1730,1748508093,191591000,PositionalError,9.855,5.843,25.078
1731,1748508093,197291000,PositionalError,11.602,5.280,25.080
1732,1748508093,202011000,ForceSpike,16.704,5.121,24.716
1732,1748508093,202011000,PositionalError,16.704,5.121,24.716
1733,1748508093,206960000,PositionalError,9.784,5.385,24.610
1734,1748508093,211656000,PositionalError,9.662,5.371,24.518
1735,1748508093,216335000,TempSpike,11.332,4.396,31.562
1735,1748508093,216335000,PositionalError,11.332,4.396,31.562
1736,1748508093,222258000,PositionalError,11.068,5.537,25.263
1738,1748508093,231547000,PositionalError,8.792,4.449,25.334
1739,1748508093,237349000,PositionalError,10.080,4.370,24.740
1740,1748508093,242179000,PositionalError,11.712,4.727,25.216
1741,1748508093,246878000,PositionalError,10.154,5.990,24.666
1742,1748508093,251453000,PositionalError,11.891,5.788,24.769
1743,1748508093,257106000,PositionalError,9.736,4.463,24.852
1744,1748508093,261937000,PositionalError,11.703,5.364,24.668
1745,1748508093,266616000,PositionalError,11.873,5.546,25.245
1746,1748508093,271329000,ForceSpike,19.541,5.985,25.256
1746,1748508093,271329000,PositionalError,19.541,5.985,25.256
1747,1748508093,277334000,PositionalError,9.891,4.122,25.464
1748,1748508093,282041000,PositionalError,9.107,4.386,25.223
1749,1748508093,286738000,PositionalError,10.330,4.750,25.287
1750,1748508093,291465000,PositionalError,10.536,5.619,24.528
1751,1748508093,297288000,PositionalError,8.468,5.254,24.762
1752,1748508093,302001000,PositionalError,9.111,5.637,24.980
1753,1748508093,306667000,PositionalError,8.711,5.748,24.757
1754,1748508093,311372000,PositionalError,10.165,5.577,25.155
1755,1748508093,316086000,PositionalError,8.212,5.877,25.014
1756,1748508093,321894000,PositionalError,9.272,4.138,25.222
1757,1748508093,326635000,PositionalError,11.359,5.509,25.429
1758,1748508093,331327000,PositionalError,11.546,4.457,25.054
1759,1748508093,337144000,PositionalError,10.615,4.079,24.589
1760,1748508093,341809000,PositionalError,10.246,4.266,24.505
1761,1748508093,346449000,PositionalError,9.216,4.430,24.699
1762,1748508093,352252000,PositionalError,9.824,4.488,25.172
1763,1748508093,357034000,PositionalError,9.660,5.720,25.427
1764,1748508093,361804000,PositionalError,9.695,5.710,25.070
1765,1748508093,366563000,PositionalError,9.514,4.411,25.360
1766,1748508093,372391000,TempSpike,11.411,5.769,31.751
1766,1748508093,372391000,PositionalError,11.411,5.769,31.751
1767,1748508093,377207000,PositionalError,8.735,4.526,24.565
1768,1748508093,381954000,PositionalError,11.916,5.830,24.784
1769,1748508093,386730000,PositionalError,9.262,5.524,25.320
1770,1748508093,391443000,PositionalError,8.934,5.472,25.389
1771,1748508093,397273000,PositionalError,8.201,5.172,25.213
1772,1748508093,402007000,PositionalError,9.863,5.246,25.043
1773,1748508093,406718000,PositionalError,8.305,5.209,25.402
1774,1748508093,411409000,TempSpike,11.594,5.967,31.094
1774,1748508093,411409000,PositionalError,11.594,5.967,31.094
1775,1748508093,417383000,ForceSpike,17.605,4.270,24.788
1775,1748508093,417383000,PositionalError,17.605,4.270,24.788
1776,1748508093,421301000,PositionalError,9.853,5.887,25.041
1777,1748508093,427150000,PositionalError,8.881,5.005,25.187
1778,1748508093,431878000,PositionalError,11.028,4.262,24.612
1779,1748508093,436634000,PositionalError,11.161,4.316,24.858
1780,1748508093,441364000,PositionalError,10.162,4.181,24.933
1781,1748508093,447061000,PositionalError,10.538,4.449,25.152
1782,1748508093,451843000,PositionalError,11.896,4.878,24.935
1784,1748508093,461856000,ForceSpike,17.087,4.843,25.483
1784,1748508093,461856000,PositionalError,17.087,4.843,25.483
1785,1748508093,466755000,PositionalError,11.745,4.928,24.783
1786,1748508093,471515000,TempSpike,8.662,4.066,34.470
1786,1748508093,471515000,PositionalError,8.662,4.066,34.470
1788,1748508093,482234000,PositionalError,9.752,5.272,24.944
1790,1748508093,491545000,PositionalError,10.067,4.960,24.596
1791,1748508093,496928000,TempSpike,11.604,4.481,35.189
1791,1748508093,496928000,PositionalError,11.604,4.481,35.189
1792,1748508093,502139000,PositionalError,8.406,4.130,24.822
1793,1748508093,506932000,PositionalError,9.403,5.084,24.701
1794,1748508093,511674000,PositionalError,8.923,5.647,24.906
1795,1748508093,516385000,PositionalError,10.069,4.357,24.989
1796,1748508093,522217000,ForceSpike,16.650,4.677,24.925
1796,1748508093,522217000,PositionalError,16.650,4.677,24.925
1797,1748508093,527077000,PositionalError,9.497,4.244,25.054
1798,1748508093,531794000,PositionalError,10.872,5.311,24.502
1799,1748508093,536508000,PositionalError,8.347,4.344,24.648
1800,1748508093,542376000,PositionalError,9.849,5.157,25.321
1801,1748508093,547116000,PositionalError,10.706,4.773,25.216
1803,1748508093,556526000,PositionalError,8.084,5.125,24.529
1804,1748508093,561579000,PositionalError,11.618,5.791,24.737
1805,1748508093,566337000,PositionalError,8.135,5.970,24.577
1808,1748508093,582142000,PositionalError,10.083,4.841,24.672
1809,1748508093,586910000,PositionalError,9.968,5.711,24.549
1810,1748508093,591623000,PositionalError,9.687,5.777,24.829
1811,1748508093,596363000,PositionalError,11.793,5.699,25.045
1812,1748508093,602231000,ForceSpike,20.881,4.062,25.300
1812,1748508093,602231000,PositionalError,20.881,4.062,25.300
1813,1748508093,607049000,PositionalError,8.108,5.853,24.916
1814,1748508093,611816000,PositionalError,8.089,4.864,25.390
1815,1748508093,616635000,PositionalError,8.787,4.087,24.512
1816,1748508093,621347000,PositionalError,11.172,5.963,25.219
1817,1748508093,627232000,PositionalError,9.086,4.424,25.000
1818,1748508093,631976000,PositionalError,8.381,4.271,25.412
1819,1748508093,636724000,PositionalError,11.899,5.351,25.424
1822,1748508093,651968000,PositionalError,10.825,5.050,25.221
1823,1748508093,656642000,PositionalError,8.548,4.562,25.308
1824,1748508093,661388000,PositionalError,11.747,5.827,25.487
1825,1748508093,667209000,PositionalError,9.163,4.774,25.425
1826,1748508093,672162000,PositionalError,11.866,4.742,24.898
1827,1748508093,676909000,TempSpike,9.406,4.555,31.222
1827,1748508093,676909000,PositionalError,9.406,4.555,31.222
1828,1748508093,681804000,PositionalError,10.565,5.912,24.748
1829,1748508093,686554000,PositionalError,10.919,5.991,25.071
1830,1748508093,692408000,PositionalError,8.762,4.990,24.980
1832,1748508093,701745000,PositionalError,11.077,5.151,25.454
1833,1748508093,706452000,TempSpike,10.635,5.103,35.770
1833,1748508093,706452000,PositionalError,10.635,5.103,35.770
1834,1748508093,712400000,PositionalError,10.854,5.131,24.715
1835,1748508093,716579000,PositionalError,9.123,4.542,25.354
1837,1748508093,727179000,PositionalError,10.765,4.054,25.455
1838,1748508093,732075000,PositionalError,8.628,4.159,24.691
1839,1748508093,738509000,TempSpike,10.673,4.758,35.398
1839,1748508093,738509000,PositionalError,10.673,4.758,35.398
1840,1748508093,745134000,ForceSpike,19.909,5.085,24.843
1840,1748508093,745134000,PositionalError,19.909,5.085,24.843
1841,1748508093,749291000,TempSpike,9.239,5.219,32.506
1841,1748508093,749291000,PositionalError,9.239,5.219,32.506
1842,1748508093,753199000,PositionalError,10.461,4.559,24.800
1843,1748508093,756308000,PositionalError,8.366,5.935,24.556
1844,1748508093,762978000,ForceSpike,17.782,5.039,25.365
1844,1748508093,762978000,PositionalError,17.782,5.039,25.365
1845,1748508093,766818000,PositionalError,10.249,4.446,24.521
1846,1748508093,772280000,TempSpike,8.498,5.618,31.521
1846,1748508093,772280000,PositionalError,8.498,5.618,31.521
1847,1748508093,780615000,PositionalError,10.017,4.701,24.722
1848,1748508093,785808000,ForceSpike,18.107,4.707,24.955
1848,1748508093,785808000,PositionalError,18.107,4.707,24.955
1849,1748508093,785818000,PositionalError,10.917,4.247,24.982
1850,1748508093,791425000,TempSpike,8.709,4.150,34.811
1850,1748508093,791425000,PositionalError,8.709,4.150,34.811
1851,1748508093,797454000,PositionalError,8.031,4.363,25.209
1852,1748508093,801762000,PositionalError,11.127,4.536,25.293
1853,1748508093,806247000,PositionalError,10.520,5.216,25.437
1854,1748508093,812452000,PositionalError,10.183,4.790,25.418
1855,1748508093,818398000,PositionalError,8.439,4.242,25.008
1856,1748508093,821929000,PositionalError,11.225,4.225,25.015
1857,1748508093,827048000,PositionalError,9.500,5.398,24.613
1858,1748508093,833569000,PositionalError,11.074,5.791,25.263
1859,1748508093,836807000,PositionalError,9.937,5.338,25.214
1860,1748508093,841791000,PositionalError,8.013,5.599,24.556
1861,1748508093,848048000,PositionalError,8.613,4.507,25.295
1862,1748508093,851216000,PositionalError,10.138,5.091,24.526
1863,1748508093,856504000,PositionalError,8.508,5.807,24.896
1864,1748508093,861727000,PositionalError,9.528,5.112,24.535
1865,1748508093,867234000,TempSpike,10.125,4.780,33.466
1865,1748508093,867234000,PositionalError,10.125,4.780,33.466
1866,1748508093,871946000,PositionalError,10.547,5.654,24.536
1867,1748508093,876530000,PositionalError,8.100,4.678,24.626
1868,1748508093,882126000,TempSpike,11.198,5.795,35.761
1868,1748508093,882126000,PositionalError,11.198,5.795,35.761
1869,1748508093,886315000,PositionalError,8.233,4.486,24.729
1870,1748508093,891496000,ForceSpike,19.189,4.391,24.945
1870,1748508093,891496000,PositionalError,19.189,4.391,24.945
1871,1748508093,896872000,PositionalError,9.247,4.445,25.422
1872,1748508093,901797000,PositionalError,11.989,5.834,25.394
1873,1748508093,906589000,PositionalError,10.448,4.141,25.095
1874,1748508093,911421000,PositionalError,9.083,5.034,25.308
1875,1748508093,916952000,ForceSpike,18.890,5.667,24.579
1875,1748508093,916952000,PositionalError,18.890,5.667,24.579
1876,1748508093,921595000,PositionalError,10.578,4.849,24.957
1877,1748508093,926357000,PositionalError,10.782,5.284,24.995
1878,1748508093,932249000,PositionalError,9.539,4.648,24.537
1880,1748508093,941775000,PositionalError,9.453,4.944,24.902
1881,1748508093,946541000,PositionalError,11.990,5.721,25.335
1882,1748508093,952128000,PositionalError,10.045,5.849,24.646
1883,1748508093,957002000,PositionalError,8.751,4.744,24.932
1884,1748508093,961718000,PositionalError,9.246,5.084,25.068
1885,1748508093,966639000,ForceSpike,19.781,5.088,25.044
1885,1748508093,966639000,PositionalError,19.781,5.088,25.044
1886,1748508093,971599000,PositionalError,11.865,4.393,25.464
1887,1748508093,976370000,PositionalError,9.891,4.292,24.801
1888,1748508093,982250000,PositionalError,11.681,4.173,24.796
1889,1748508093,986820000,TempSpike,8.966,5.067,35.062
1889,1748508093,986820000,PositionalError,8.966,5.067,35.062
1890,1748508093,991899000,PositionalError,10.520,4.672,24.544
1891,1748508093,996593000,PositionalError,9.776,5.719,25.326
1892,1748508094,1319000,PositionalError,8.492,5.601,24.999
1893,1748508094,7259000,PositionalError,11.425,4.189,24.565
1894,1748508094,11983000,PositionalError,11.716,4.076,25.306
1895,1748508094,16684000,ForceSpike,17.834,4.312,24.923
1895,1748508094,16684000,PositionalError,17.834,4.312,24.923
1896,1748508094,21535000,PositionalError,9.622,5.166,24.723
1897,1748508094,26436000,PositionalError,8.220,5.219,25.260
1898,1748508094,32287000,PositionalError,11.545,4.002,24.601
1899,1748508094,36991000,PositionalError,11.137,5.412,25.395
1900,1748508094,41724000,PositionalError,10.159,5.197,25.321
1901,1748508094,46537000,PositionalError,10.536,4.833,24.836
1902,1748508094,52384000,PositionalError,8.046,5.241,24.699
1903,1748508094,57085000,ForceSpike,18.629,4.847,25.335
1903,1748508094,57085000,PositionalError,18.629,4.847,25.335
1904,1748508094,61945000,PositionalError,9.982,5.050,24.848
1905,1748508094,66672000,PositionalError,11.915,5.800,25.344
1906,1748508094,71362000,PositionalError,9.124,4.424,25.169
1907,1748508094,77242000,PositionalError,11.474,5.174,25.183
1908,1748508094,82059000,PositionalError,11.014,5.789,24.921
1909,1748508094,86778000,PositionalError,11.108,5.227,24.942
1911,1748508094,97208000,PositionalError,10.764,4.942,25.082
1912,1748508094,102081000,PositionalError,8.062,4.944,24.972
1913,1748508094,106697000,PositionalError,11.329,4.528,25.158
1914,1748508094,111401000,PositionalError,10.406,5.672,24.603
1915,1748508094,117291000,TempSpike,10.465,5.348,32.003
1915,1748508094,117291000,PositionalError,10.465,5.348,32.003
1916,1748508094,122206000,ForceSpike,19.307,5.265,25.256
1916,1748508094,122206000,PositionalError,19.307,5.265,25.256
1917,1748508094,127047000,PositionalError,11.021,4.009,24.737
1918,1748508094,131760000,PositionalError,8.067,4.839,24.595
1919,1748508094,136425000,TempSpike,11.339,5.112,33.136
1919,1748508094,136425000,PositionalError,11.339,5.112,33.136
1920,1748508094,142345000,PositionalError,9.234,5.738,24.886
1921,1748508094,145886000,PositionalError,10.542,5.795,25.303
1922,1748508094,151746000,PositionalError,8.013,4.244,24.773
1924,1748508094,162244000,PositionalError,11.379,5.349,25.083
1925,1748508094,167072000,PositionalError,11.709,4.001,24.719
1926,1748508094,171826000,PositionalError,9.833,4.486,24.771
1927,1748508094,176541000,PositionalError,10.597,5.814,25.493
1928,1748508094,182399000,ForceSpike,17.441,4.526,25.293
1928,1748508094,182399000,PositionalError,17.441,4.526,25.293
1930,1748508094,192116000,TempSpike,11.128,5.914,32.477
1930,1748508094,192116000,PositionalError,11.128,5.914,32.477
1931,1748508094,196995000,PositionalError,9.359,5.989,25.412
1932,1748508094,201734000,ForceSpike,18.563,5.045,24.876
1932,1748508094,201734000,PositionalError,18.563,5.045,24.876
1933,1748508094,206769000,PositionalError,9.471,5.940,24.518
1934,1748508094,211488000,TempSpike,8.082,4.476,34.175
1934,1748508094,211488000,PositionalError,8.082,4.476,34.175
1935,1748508094,216103000,PositionalError,11.263,4.640,25.090
1936,1748508094,222104000,PositionalError,11.036,5.254,24.527
1937,1748508094,226846000,PositionalError,10.143,4.195,24.626
1938,1748508094,231593000,PositionalError,10.714,5.952,24.641
1939,1748508094,236331000,ForceSpike,18.230,4.661,25.339
1939,1748508094,236331000,PositionalError,18.230,4.661,25.339
1940,1748508094,242323000,PositionalError,9.844,4.435,24.997
1941,1748508094,246992000,PositionalError,9.082,5.602,24.934
1944,1748508094,262168000,ForceSpike,17.319,4.870,25.249
1944,1748508094,262168000,PositionalError,17.319,4.870,25.249
1945,1748508094,267042000,PositionalError,10.957,5.080,24.747
1946,1748508094,271755000,PositionalError,10.484,5.605,24.762
1947,1748508094,276577000,PositionalError,11.995,5.416,24.797
1948,1748508094,282401000,TempSpike,8.835,4.787,34.089
1948,1748508094,282401000,PositionalError,8.835,4.787,34.089
1949,1748508094,286410000,PositionalError,10.233,4.314,24.542
1950,1748508094,292261000,PositionalError,9.547,5.327,25.210
1951,1748508094,297243000,PositionalError,9.205,4.168,24.802
1952,1748508094,301967000,PositionalError,8.329,5.821,25.208
1953,1748508094,306660000,PositionalError,8.183,5.345,24.565
1954,1748508094,311376000,PositionalError,9.228,5.179,24.797
